Price,House_Type,Area_in_sq_ft,No._of_Bedrooms,Location,City/County
725000,Flat / Apartment,1007,2,Asher Way,London
23950000,New development,15405,7,Hampstead Heath,London
1300000,Flat / Apartment,834,2,Bayswater,London
1550000,New development,1016,2,5 Wood Crescent,London
15495000,House,6359,7,,London
1425000,Flat / Apartment,1218,2,Westminster,London
6175000,Penthouse,3150,3, Hampstead,London
800000,Flat / Apartment,524,1, Barbican,London
950000,Flat / Apartment,1241,3,Hampstead,London
3100000,House,3048,5,Richmond,Surrey
3200000,New development,2303,3,257 City Road,London
1300000,House,1690,4,Wandsworth,London
1700000,Flat / Apartment,1771,3, Canary Wharf,London
1400000,House,1814,4,Cricklewood,London
1195000,New development,922,2,Canary Wharf,London
1125000,New development,1176,2,Canary Wharf,London
4950000,Flat / Apartment,2097,3,Marylebone,London
2300000,Flat / Apartment,1055,2,Basil Street,London
9950000,House,5184,5,,London
1950000,New development,1077,3, Earls Court,London
3450000,Flat / Apartment,1954,2, Battersea,London
3995000,House,3917,5,Wandsworth,London
1495000,Flat / Apartment,1115,3, Lambeth,London
1350000,House,1683,4,Chiswick,London
975000,New development,1065,3,20 St. Josephs Street,London
4000000,Penthouse,1851,3,,London
1450000,Flat / Apartment,1465,2,52 Parkside,London
3750000,House,3808,5,Barnes,London
14500000,Flat / Apartment,5907,5,,London
1950000,Flat / Apartment,1244,2,Westminster,London
2950000,Penthouse,1884,3, Lambeth,London
5250000,House,3108,8,Marylebone,London
4950000,House,4452,7,Wandsworth,London
2500000,House,6247,5, Esher,Surrey
525000,Flat / Apartment,619,1,Pamela Street,London
435000,New development,474,1,New Gun Wharf,London
1800000,Flat / Apartment,1070,3,Whiteheads Grove,London
1000000,Flat / Apartment,985,1,3-5 Elystan Place,London
1475000,Flat / Apartment,818,1,,London
1100000,Flat / Apartment,538,1,,London
1450000,New development,1007,2,2 Gatliff Road,London
1395000,Flat / Apartment,711,2,,London
1050000,New development,1010,3, Grosvenor Waterside,London
1050000,New development,758,1, Grosvenor Waterside,London
3950000,New development,1924,3,Kensington,London
765000,Flat / Apartment,1122,1,St. John's Wood,London
850000,Flat / Apartment,1008,2,Putney,London
34000000,House,7798,6,Belgravia,London
1800000,Flat / Apartment,1388,3,St. Marys Terrace,London
485000,Flat / Apartment,632,2,St James Avenue,London
2250000,Flat / Apartment,1292,2, Westminster,London
489950,House,765,1, Loughton,Essex
840000,House,910,3,South Hackney,London
750000,New development,579,1,101 Wood Lane,London
1025000,Flat / Apartment,1358,3, Fulham,London
2750000,Flat / Apartment,2136,3, Chelsea,London
1500000,Flat / Apartment,1494,4,Clerkenwell,London
1000000,House,954,2,Putney,London
1950000,Flat / Apartment,1878,3, Putney,London
925000,Flat / Apartment,1023,2,Chiswick,London
450000,Flat / Apartment,675,2,Skinner Street,London
775000,Flat / Apartment,950,2,,London
2500000,Flat / Apartment,1738,4,Primrose Hill,London
8950000,House,5727,6,St. John's Wood,London
1275000,Flat / Apartment,1058,2,,London
800000,Flat / Apartment,681,1,617 Kings Road,London
1750000,New development,1453,2,617 Kings Road,London
1200000,New development,1140,3, Ealing,London
790000,New development,591,1,101 Wood Lane,London
639950,New development,779,2, Battersea,London
1119900,Penthouse,1141,3, Battersea,London
559950,New development,546,1, Battersea,London
2725000,Flat / Apartment,1971,3, Belsize Park,London
12950000,House,4693,5,Regent's Park,London
725000,Flat / Apartment,860,2,23 West Side Common,London
600000,Flat / Apartment,593,1,Kentish Town,London
2500000,Flat / Apartment,1680,3,Hampstead,London
3500000,House,3174,4,Islington,London
1725000,House,2924,6,Northwood,Middlesex
2850000,House,3600,5,East Sheen,London
6250000,New development,2459,4, Shad Thames,London
1250000,Flat / Apartment,816,2, St. John's Wood,London
8900000,Penthouse,2544,4, Earls Court,London
349950,Flat / Apartment,517,1,Windsor Street,London
2250000,Flat / Apartment,1683,3, Chelsea Harbour,Chelsea
800000,House,1432,4,Northwood,Middlesex
2250000,Flat / Apartment,1515,3, Chelsea,London
950000,House,3173,5,Esher,Surrey
675000,New development,823,2, Battersea,London
14750000,House,9053,9,Marylebone,London
1300000,Flat / Apartment,1367,3,Brook Green,London
2095000,Flat / Apartment,2078,3,24 Clevedon Road,Twickenham
1350000,Flat / Apartment,1154,4,Prince of Wales Drive,London
1600000,New development,1528,3, Golders Green,London
1400000,Flat / Apartment,880,2, Westminster,London
16000000,Flat / Apartment,3486,3,Mayfair,London
1150000,Flat / Apartment,1032,3, Maida Vale,London
1230000,New development,960,2,Canary Wharf,London
995000,New development,872,2, Golders Green,London
11950000,New development,2347,2,Mayfair,London
2450000,Penthouse,2262,3,112 York Road,London
599995,Flat / Apartment,583,1,Clerkenwell,London
1395000,Flat / Apartment,940,3, Marylebone,London
815000,Flat / Apartment,1397,3,,London
875000,House,1050,4,,London
1075000,New development,1280,2,65 Maygrove Road,London
530000,New development,577,1, Battersea,London
710000,New development,820,2, Crouch End,London
1200000,Flat / Apartment,732,3,,London
775000,Flat / Apartment,668,2,,London
6500000,Flat / Apartment,2165,2,Mayfair,London
8500000,Flat / Apartment,2665,3,Mayfair,London
13750000,Penthouse,2476,3,25 Cork Street,London
3650000,Penthouse,1700,4,,London
2900000,New development,1293,2, 161 Millbank,London
25000000,House,12435,5,St Johns Wood,London
4100000,New development,1236,2,Mayfair,London
695000,New development,1023,2, London,N7 6QX
10000000,Penthouse,3368,4,St John's Wood,London
13500000,Penthouse,3402,3,,London
2300000,House,1705,3,Holland Park,London
9500000,House,3974,8,St John's Wood,London
800000,New development,619,1,6 Wood Crescent,London
9000000,House,3932,4,Notting Hill,London
1800000,New development,1352,3, Hampstead,London
5950000,New development,2770,2,Notting Hill,London
1385000,Flat / Apartment,1056,3, Victoria,London
2500000,House,1702,3,Pimlico,London
7400000,New development,2806,4,Lots Road,London
25000000,New development,8356,5,St James's,London
4950000,House,2688,4,St John's Wood,London
1150000,Flat / Apartment,1349,2, Barnes,London
2565000,New development,1766,3, Battersea,London
1044000,New development,869,2, Battersea,London
772000,New development,603,1, Battersea,London
1466000,New development,1026,3, Battersea,London
1123000,New development,772,2, Battersea,London
778000,New development,636,1, Battersea,London
950000,Flat / Apartment,1154,2, Esher,Surrey
10950000,House,4728,6,St John's Wood,London
1250000,New development,837,2,,London
8950000,New development,2956,3,10 Whitehall Place,London
1150000,Flat / Apartment,915,3,Primrose Hill,London
4950000,House,2881,4,Kensington,London
21000000,Penthouse,5417,5,30 Montpelier Walk,London
9950000,New development,2782,2,Cheyne Terrace,London
2500000,Flat / Apartment,2480,4,Hampstead,London
4900000,House,3467,4,Regent's Park,London
9950000,Flat / Apartment,1682,2,100 Knightsbridge,London
1995000,House,2200,5,Battersea,London
950000,Flat / Apartment,1327,2, Canary Wharf,London
2450000,New development,2328,3, Copse Hill,Wimbledon
2350000,Flat / Apartment,2207,2, Fulham,London
2495000,House,3047,6,Wimbledon,London
5500000,New development,1409,2,Mayfair,London
1200000,House,1692,4,Wandsworth,London
6950000,House,3988,3,Hampstead,London
2150000,House,3176,5,Richmond,Surrey
11300000,Penthouse,3817,4,St. John's Wood,London
9300000,New development,2496,3, St James's,London
4300000,House,3660,4, The City,London
6250000,House,10764,6,Oxshott,Surrey
1750000,House,3286,4, Loughton,Essex
1850000,Flat / Apartment,1080,2, Waterfront Drive,London
8250000,House,3940,5,St. John's Wood,London
5700000,House,2750,5,,London
4950000,Flat / Apartment,1581,3,Chelsea,London
1750000,Flat / Apartment,1553,2, Chelsea,London
19950000,Flat / Apartment,3698,5,Mayfair,London
3500000,Penthouse,1984,3,,London
3350000,New development,1410,3,,Lillie Square
5275000,Flat / Apartment,1749,3,St James's,London
5995000,House,4435,6,Hampstead Garden Suburb,London
6300000,New development,1506,3,Mayfair,London
8650000,House,5395,6,Highgate,London
